Query sequence,Most common phylum-level assignment,Phylum-level assignment,Most common class-level assignment,Class-level assignment,Most common order-level assignment,Order-level assignment,Most common family-level assignment,Family-level assignment,Most common Genus-level assignment,Genus-level assignment,Taxon assignment,Likelihood weight,otu,otu_references,tbas_loci,missing,link,Trophic Mode,Guild
Otu3120,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Didymellaceae,"Didymellaceae,Leptosphaeriaceae",Neoascochyta,"Neoascochyta,Paraleptosphaeria","Neoascochyta_paspali,Neoascochyta_europaea,Paraleptosphaeria_rumicis,Neoascochyta_desmazieri","0.038629, 0.037168, 0.035475, 0.034420, 0.033588, 0.032635, 0.030555, 0.012537, 0.010761, 0.010754, 0.010753",OTU2357,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3120,,
Otu3121,Ascomycota,Ascomycota,Xylonomycetes,Xylonomycetes,Xylonomycetales,Xylonomycetales,unclassified,unclassified,Symbiotaphrina,Symbiotaphrina,Symbiotaphrina_kochii,"0.523893, 0.013901, 0.004997, 0.004448, 0.004442, 0.004217, 0.003294, 0.003293, 0.002856, 0.001756, 0.001129",OTU2358,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3121,,
Otu3122,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Penicillium,Penicillium,Penicillium_fractum,"0.181733, 0.102968, 0.102815, 0.102098, 0.095306, 0.095301, 0.077945, 0.067083, 0.067079, 0.016975, 0.011969",OTU2359,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3122,Pathotroph,Plant Pathogen
Otu3123,Ascomycota,Ascomycota,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pyronemataceae,Pyronemataceae,Tarzetta,Tarzetta,Tarzetta_catinus,"0.053650, 0.023933, 0.023861, 0.023861, 0.018656, 0.015260, 0.013162, 0.013153, 0.013041, 0.011789, 0.011696",OTU2360,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3123,Symbiotroph,Ectomycorrhizal
Otu3124,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,"Dothideales,unclassified",Aureobasidiaceae,"Aureobasidiaceae,Dothioraceae,Dothideaceae,unclassified",Aureobasidium,"Aureobasidium,Dothiora,Delphinella,Dothidea,Sydowia,Neocylindroseptoria,unclassified","Aureobasidium_lini,Dothiora_ceratoniae,Aureobasidium_melanogenum,Delphinella_strobiligena,Aureobasidium_namibiae,Dothiora_cannabinae,Dothidea_ribesia,Aureobasidium_pullulans,Sydowia_polyspora,Neocylindroseptoria_pistaciae,Dothideomycetes_sp_TRN11","0.377391, 0.262965, 0.260235, 0.025769, 0.025646",OTU2361,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3124,Pathotroph,Plant Pathogen
Otu3125,Ascomycota,Ascomycota,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Sarcosomataceae,Sarcosomataceae,Galiella,"Galiella,Urnula","Galiella_rufa,Urnula_craterium","0.385187, 0.069060, 0.056946, 0.054826, 0.040760, 0.040734, 0.040645, 0.027227, 0.027223, 0.025308, 0.025277",OTU2362,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3125,Saprotroph,Undefined Saprotroph
Otu3126,Ascomycota,Ascomycota,Lecanoromycetes,Lecanoromycetes,Teloschistales,Teloschistales,Teloschistaceae,Teloschistaceae,Rusavskia,Rusavskia,Rusavskia_elegans,"0.167179, 0.136299, 0.123305, 0.028340, 0.028275, 0.027672, 0.022260, 0.022258, 0.019294, 0.019294, 0.011396",OTU2363,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3126,Symbiotroph,Lichenized
Otu3127,Ascomycota,Ascomycota,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pezizaceae,"Pezizaceae,Pyronemataceae",Peziza,"Peziza,Marcelleina,Iodophanus,Pachyella,Cazia,Tirmania","Peziza_michelii,Marcelleina_persoonii,Iodophanus_carneus,Pachyella_babingtonii,Cazia_flexiascus,Peziza_succosa,Peziza_phyllogena,Tirmania_pinoyi,Peziza_quelepidotia,Peziza_polaripapulata,Peziza_gerardii","0.161287, 0.138245, 0.137506, 0.067243, 0.067229, 0.064848, 0.055968, 0.026523, 0.026510, 0.020392, 0.020180",OTU2364,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3127,Symbiotroph,Ectomycorrhizal
Otu3128,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Bionectriaceae,Bionectriaceae,Hydropisphaera,Hydropisphaera,Hydropisphaera_erubescens,0.999498,OTU2365,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3128,Saprotroph,Undefined Saprotroph
Otu3129,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Abrothallales,Abrothallales,Abrothallaceae,Abrothallaceae,Abrothallus,Abrothallus,Abrothallus_suecicus,"0.060198, 0.032380, 0.032202, 0.032197, 0.022171, 0.013651, 0.012593, 0.010005, 0.010000, 0.009939, 0.009675",OTU2366,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3129,Pathotroph,Lichen Parasite
Otu313,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Didymellaceae,Didymellaceae,Neomicrosphaeropsis,Neomicrosphaeropsis,Neomicrosphaeropsis_cytisinus,0.999999,OTU2367,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu313,,
Otu3130,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Rhytismatales,"Rhytismatales,Helotiales,Phacidiales",Phacidiaceae,"Phacidiaceae,Rhytismataceae,Helotiaceae,Cudoniaceae,Bulgariaceae,unclassified",Phacidium,"Phacidium,Zymochalara,Cyclaneusma,Bulgaria,Darkera,Potebniamyces,Spathularia,Cudonia","Cyclaneusma_minus,Bulgaria_inquinans,Phacidium_lacerum,Phacidium_pseudophacidioides,Zymochalara_lygodii,Darkera_picea,Potebniamyces_pyri,Spathularia_velutipes,Cudonia_circinans,Phacidium_lauri,Zymochalara_cyatheae","0.049208, 0.049206, 0.046125, 0.041474, 0.026536, 0.023763, 0.021659, 0.021549, 0.020915, 0.020908, 0.020908",OTU2368,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3130,Pathotroph,Plant Pathogen
Otu3131,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Curvularia,Curvularia,"Curvularia_prasadii,Curvularia_pseudolunata,Curvularia_aeria,Curvularia_ischaemi,Curvularia_brachyspora,Curvularia_geniculata,Curvularia_chlamydospora,Curvularia_coicis,Curvularia_heteropogonis,Curvularia_caricae_papayae,Curvularia_perotidis","0.390308, 0.216444, 0.182822, 0.042606, 0.040197, 0.037842, 0.037462, 0.034574",OTU2369,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3131,Pathotroph,Plant Pathogen
Otu3132,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Thyridariaceae,"Thyridariaceae,Arthopyreniaceae",Parathyridaria,"Parathyridaria,Arthopyrenia","Arthopyrenia_salicis,Parathyridaria_percutanea,Parathyridaria_ramulicola","0.412117, 0.147105, 0.147090, 0.147057, 0.146630",OTU2370,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3132,,
Otu3133,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Stigmatodiscales,Stigmatodiscales,Stigmatodiscaceae,Stigmatodiscaceae,Stigmatodiscus,"Stigmatodiscus,Asterodiscus","Stigmatodiscus_enigmaticus,Asterodiscus_tamaricis","0.179236, 0.052345, 0.050512, 0.050387, 0.042505, 0.039157, 0.037573, 0.036908, 0.036445, 0.036390, 0.036295",OTU2371,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3133,,
Otu3134,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Stigmatodiscales,Stigmatodiscales,Stigmatodiscaceae,Stigmatodiscaceae,Stigmatodiscus,"Stigmatodiscus,Asterodiscus","Stigmatodiscus_enigmaticus,Asterodiscus_tamaricis","0.393460, 0.044295, 0.024290, 0.024073, 0.023901, 0.023212, 0.022668, 0.021488, 0.021482, 0.015827, 0.015571",OTU2372,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3134,,
Otu3135,Ascomycota,Ascomycota,Xylonomycetes,Xylonomycetes,Xylonomycetales,Xylonomycetales,unclassified,unclassified,Symbiotaphrina,Symbiotaphrina,Symbiotaphrina_kochii,0.994885,OTU2373,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3135,,
Otu3136,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Trichocomaceae,Trichocomaceae,Talaromyces,Talaromyces,Talaromyces_purpureus,"0.077717, 0.062432, 0.026276, 0.026262, 0.026260, 0.026125, 0.023355, 0.020123, 0.019907, 0.019276, 0.018450",OTU2374,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3136,Saprotroph,Undefined Saprotroph
Otu3137,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,"Dothideales,unclassified",Aureobasidiaceae,"Aureobasidiaceae,Dothioraceae,Dothideaceae,unclassified",Aureobasidium,"Aureobasidium,Dothiora,Delphinella,Dothidea,Sydowia,Neocylindroseptoria,unclassified","Aureobasidium_lini,Dothiora_ceratoniae,Aureobasidium_melanogenum,Delphinella_strobiligena,Aureobasidium_namibiae,Dothiora_cannabinae,Dothidea_ribesia,Aureobasidium_pullulans,Sydowia_polyspora,Neocylindroseptoria_pistaciae,Dothideomycetes_sp_TRN11","0.067384, 0.065852, 0.065836, 0.019834, 0.019614, 0.019614, 0.019614, 0.019614, 0.019614, 0.019614, 0.019614",OTU2375,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3137,Pathotroph,Plant Pathogen
Otu3138,Ascomycota,Ascomycota,Lecanoromycetes,Lecanoromycetes,Lecanorales,Lecanorales,Ramalinaceae,Ramalinaceae,Bacidia,Bacidia,Bacidia_schweinitzii,"0.001482, 0.001448, 0.001230, 0.001178, 0.001176, 0.001171, 0.000819, 0.000720, 0.000658, 0.000647, 0.000636",OTU2376,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3138,Symbiotroph,Lichenized
Otu3139,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,Dothideales,Dothideaceae,Dothideaceae,Dothidea,Dothidea,Dothidea_sambuci,"0.087411, 0.079695, 0.079606, 0.072455, 0.072399, 0.055446, 0.039227, 0.038753, 0.032699, 0.031519, 0.011055",OTU2377,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3139,Pathotroph,Plant Pathogen
Otu314,Ascomycota,Ascomycota,Orbiliomycetes,Orbiliomycetes,Orbiliales,"Orbiliales,unclassified",Orbiliaceae,"Orbiliaceae,unclassified",Arthrobotrys,"Arthrobotrys,Dactylellina,Drechslerella,Orbilia,Lecophagus","Arthrobotrys_pyriformis,Dactylellina_ellipsospora,Drechslerella_brochopaga,Dactylellina_haptotyla,Arthrobotrys_gephyropaga,Arthrobotrys_superba,Arthrobotrys_elegans,Orbilia_vinosa,Orbilia_auricolor,Lecophagus_sp,Drechslerella_dactyloides","0.070060, 0.070002, 0.070001, 0.057285, 0.057260, 0.022831, 0.022746, 0.013000, 0.012712, 0.012297, 0.011848",OTU2378,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu314,Saprotroph,Undefined Saprotroph
Otu3140,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Pyrenulales,"Pyrenulales,Phaeomoniellales",Pyrenulaceae,"Pyrenulaceae,unclassified,Phaeomoniellaceae,Requienellaceae",Pyrenula,"Pyrenula,Aequabiliella,Granulopyrenis,Minutiella,Neophaeomoniella,Anthracothecium,Pyrgillus,Celerioriella","Aequabiliella_effusa,Pyrenula_cruenta,Granulopyrenis_seawardii,Minutiella_tardicola,Neophaeomoniella_zymoides,Anthracothecium_nanum,Pyrenula_reebiae,Pyrgillus_javanicus,Celerioriella_prunicola,Pyrenula_punctella,Pyrenula_aspistea","0.073117, 0.063152, 0.055321, 0.049769, 0.049696, 0.046204, 0.046009, 0.032206, 0.029095, 0.026158, 0.024569",OTU2379,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3140,Symbiotroph,Lichenized
Otu3141,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Rhytismatales,"Rhytismatales,Helotiales,Phacidiales",Phacidiaceae,"Phacidiaceae,Rhytismataceae,Helotiaceae,Cudoniaceae,Bulgariaceae,unclassified",Phacidium,"Phacidium,Zymochalara,Cyclaneusma,Bulgaria,Darkera,Potebniamyces,Spathularia,Cudonia","Cyclaneusma_minus,Bulgaria_inquinans,Phacidium_lacerum,Phacidium_pseudophacidioides,Zymochalara_lygodii,Darkera_picea,Potebniamyces_pyri,Spathularia_velutipes,Cudonia_circinans,Phacidium_lauri,Zymochalara_cyatheae","0.030890, 0.030845, 0.028640, 0.018995, 0.018645, 0.018129, 0.018128, 0.016750, 0.016750, 0.016750, 0.016750",OTU2380,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3141,Pathotroph,Plant Pathogen
Otu3142,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Sordariales,Sordariales,unclassified,unclassified,Papulaspora,Papulaspora,Papulaspora_equi,1,OTU2381,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3142,Pathotroph,Fungal Parasite
Otu3143,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,"Dothideales,unclassified",Aureobasidiaceae,"Aureobasidiaceae,Dothioraceae,Dothideaceae,unclassified",Aureobasidium,"Aureobasidium,Dothiora,Delphinella,Dothidea,Sydowia,Neocylindroseptoria,unclassified","Aureobasidium_lini,Dothiora_ceratoniae,Aureobasidium_melanogenum,Delphinella_strobiligena,Aureobasidium_namibiae,Dothiora_cannabinae,Dothidea_ribesia,Aureobasidium_pullulans,Sydowia_polyspora,Neocylindroseptoria_pistaciae,Dothideomycetes_sp_TRN11","0.308305, 0.305948, 0.305917, 0.014355, 0.012351, 0.012351",OTU2382,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3143,Pathotroph,Plant Pathogen
Otu3144,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Abrothallales,Abrothallales,Abrothallaceae,Abrothallaceae,Abrothallus,Abrothallus,"Abrothallus_macrosporus,Abrothallus_parmeliarum,Abrothallus_subhalei,Abrothallus_sp1,Abrothallus_buellianus,Abrothallus_sp2,Abrothallus_hypotrachynae,Abrothallus_secedens,Abrothallus_cladoniae,Abrothallus_subhalei_anamorph,Abrothallus_parmotrematis",0.968492,OTU2383,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3144,Pathotroph,Lichen Parasite
Otu3145,Ascomycota,Ascomycota,Xylobotryomycetes,Xylobotryomycetes,Xylobotryales,Xylobotryales,Xylobotryaceae,"Xylobotryaceae,Cirrosporiaceae",Xylobotryum,"Xylobotryum,Cirrosporium","Cirrosporium_novae_zelandiae,Xylobotryum_portentosum,Xylobotryum_andinum","0.044587, 0.024508, 0.023045, 0.018989, 0.018781, 0.018646, 0.018021, 0.017846, 0.017705, 0.017657, 0.017301",OTU2384,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3145,,
Otu3146,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Chaetothyriales,Chaetothyriales,Trichomeriaceae,Trichomeriaceae,Knufia,Knufia,Knufia_petricola,1,OTU2385,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3146,Pathotroph,Lichen Parasite
Otu3147,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Onygenales,Onygenales,Arthrodermataceae,Arthrodermataceae,Arthroderma,Arthroderma,Arthroderma_ciferrii,"0.003379, 0.002556, 0.001374, 0.001116, 0.000886, 0.000884, 0.000844, 0.000841, 0.000697, 0.000631, 0.000617",OTU2386,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3147,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph
Otu3148,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Chaetothyriales,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae,Cladophialophora,Cladophialophora,Cladophialophora_parmeliae,0.988679,OTU2387,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3148,Pathotroph,Lichen Parasite
Otu3149,Ascomycota,Ascomycota,Saccharomycetes,Saccharomycetes,Saccharomycetales,Saccharomycetales,Debaryomycetaceae,Debaryomycetaceae,Meyerozyma,"Meyerozyma,Debaryomyces","Meyerozyma_guilliermondii,Debaryomyces_hansenii","0.928045, 0.007231, 0.002798, 0.002795, 0.002783, 0.002733, 0.002276, 0.002276",OTU2388,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3149,Pathotroph,Animal Pathogen
Otu315,Ascomycota,Ascomycota,Xylonomycetes,Xylonomycetes,Xylonomycetales,Xylonomycetales,unclassified,unclassified,Symbiotaphrina,Symbiotaphrina,Symbiotaphrina_kochii,"0.577665, 0.010973, 0.010087, 0.009761, 0.009549, 0.009346, 0.009328, 0.009138, 0.008592, 0.008570, 0.008449",OTU2389,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu315,,
Otu3150,Ascomycota,Ascomycota,Candelariomycetes,Candelariomycetes,Candelariales,Candelariales,Pycnoraceae,Pycnoraceae,Pycnora,Pycnora,"Pycnora_praestabilis,Pycnora_sorophora","0.195357, 0.134236, 0.134117, 0.133860, 0.068944, 0.068464, 0.057107, 0.055291, 0.030901, 0.004852, 0.004193",OTU2390,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3150,Symbiotroph,Lichenized
Otu3151,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Rhytismatales,Rhytismatales,Cudoniaceae,Cudoniaceae,Cudonia,Cudonia,Cudonia_circinans,"0.006653, 0.005875, 0.004782, 0.004353, 0.003990, 0.002022, 0.001898, 0.001841, 0.001382, 0.001381, 0.001331",OTU2391,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3151,Saprotroph,Undefined Saprotroph
Otu3152,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Sarocladiaceae,"Sarocladiaceae,unclassified",Parasarocladium,"Parasarocladium,Sarocladium","Parasarocladium_breve,Sarocladium_strictum","0.769701, 0.123581, 0.103370",OTU2392,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3152,,
Otu3153,Ascomycota,Ascomycota,Lecanoromycetes,Lecanoromycetes,Arctomiales,Arctomiales,Arctomiaceae,Arctomiaceae,Gregorella,Gregorella,Gregorella_humida,"0.001117, 0.000905, 0.000799, 0.000718, 0.000687, 0.000683, 0.000674, 0.000668, 0.000648, 0.000645, 0.000624",OTU2393,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3153,Symbiotroph,Lichenized
Otu3154,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae,Setophoma,Setophoma,Setophoma_sacchari,"0.152509, 0.151238, 0.103084, 0.072846, 0.068872, 0.041985, 0.040037, 0.039652, 0.032340, 0.026453, 0.025380",OTU2394,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3154,,
Otu3155,Ascomycota,Ascomycota,Xylonomycetes,Xylonomycetes,Xylonomycetales,Xylonomycetales,unclassified,unclassified,Symbiotaphrina,Symbiotaphrina,Symbiotaphrina_kochii,"0.059429, 0.017791, 0.010979, 0.006844, 0.005896, 0.004829, 0.003264, 0.003263, 0.003263, 0.003261, 0.003260",OTU2395,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3155,,
Otu3156,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Helotiales,Helotiales,Hyaloscyphaceae,"Hyaloscyphaceae,Cordieritidaceae",Protounguicularia,"Protounguicularia,Lawreyella","Protounguicularia_nephromatis,Lawreyella_lobariella","0.316595, 0.224502, 0.076583, 0.073957, 0.072044, 0.072044, 0.072044, 0.012967, 0.010434, 0.004929, 0.003994",OTU2396,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3156,Pathotroph,Lichen Parasite
Otu3157,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Stigmatodiscales,Stigmatodiscales,Stigmatodiscaceae,Stigmatodiscaceae,Stigmatodiscus,"Stigmatodiscus,Asterodiscus","Stigmatodiscus_enigmaticus,Asterodiscus_tamaricis","0.111365, 0.093787, 0.092738, 0.092647, 0.078969, 0.068084, 0.029106, 0.023388, 0.015748, 0.015682, 0.014536",OTU2397,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3157,,
Otu3158,Ascomycota,Ascomycota,Orbiliomycetes,Orbiliomycetes,Orbiliales,"Orbiliales,unclassified",Orbiliaceae,"Orbiliaceae,unclassified",Arthrobotrys,"Arthrobotrys,Dactylellina,Drechslerella,Orbilia,Lecophagus","Arthrobotrys_pyriformis,Dactylellina_ellipsospora,Drechslerella_brochopaga,Dactylellina_haptotyla,Arthrobotrys_gephyropaga,Arthrobotrys_superba,Arthrobotrys_elegans,Orbilia_vinosa,Orbilia_auricolor,Lecophagus_sp,Drechslerella_dactyloides","0.320341, 0.298685, 0.284286, 0.075996",OTU2398,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3158,Saprotroph,Undefined Saprotroph
Otu3159,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Verrucariales,Verrucariales,Verrucariaceae,Verrucariaceae,Verrucaria,"Verrucaria,Neocatapyrenium","Neocatapyrenium_rhizinosum,Verrucaria_viridula,Verrucaria_weddellii","0.502993, 0.323632, 0.124667",OTU2399,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3159,Symbiotroph,Lichenized
Otu316,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Stachybotryaceae,Stachybotryaceae,Peethambara,Peethambara,Peethambara_sundara,"0.669517, 0.063396, 0.040577, 0.026500, 0.018175, 0.012740, 0.009461, 0.007661, 0.007434, 0.007018, 0.006830",OTU2400,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu316,Saprotroph,Undefined Saprotroph
